year,product_chapter,value_trln_USD,quantity_mln_metric_tons
1995,"Ships, boats and floating structures",0.00061519,0.42210553
1995,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00040960,0.07780296
1995,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00039776,0.05927708
1995,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00039015,0.03043679
1995,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00034571,2.74464408
1995,Other,0.00253406,2.44054828
1996,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00059145,0.04658020
1996,"Ships, boats and floating structures",0.00047848,0.33900095
1996,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00041156,0.11742665
1996,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00040601,3.10993401
1996,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00037544,0.06152190
1996,Other,0.00262675,2.82662926
1997,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00063882,0.04451959
1997,"Ships, boats and floating structures",0.00047811,10.12150184
1997,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00035989,7.47176987
1997,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00035947,0.10475356
1997,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00033944,0.06640741
1997,Other,0.00260585,3.12881362
1998,"Ships, boats and floating structures",0.00132748,0.68735441
1998,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00045874,0.11076844
1998,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00044690,0.20503209
1998,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00039920,4.31339046
1998,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00038402,0.02760739
1998,Other,0.00289001,3.38927150
1999,"Ships, boats and floating structures",0.00075891,0.49122877
1999,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00045083,6.47158061
1999,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00041450,0.12028432
1999,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00040400,0.07129400
1999,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",0.00035787,0.02752393
1999,Other,0.00257961,3.30951251
2000,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00132053,7.18123615
2000,"Ships, boats and floating structures",0.00057127,0.26113687
2000,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00046055,0.03942178
2000,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00045258,0.06389726
2000,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00037069,0.03863509
2000,Other,0.00268105,3.21125869
2001,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00100899,8.52104020
2001,"Ships, boats and floating structures",0.00085823,0.84525789
2001,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00049191,0.04368919
2001,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00046939,0.06939189
2001,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00030816,0.03591225
2001,Other,0.00273650,3.27681876
2002,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00124349,11.61393878
2002,"Ships, boats and floating structures",0.00121233,1.49105943
2002,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00053343,0.07329761
2002,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00051520,0.04347032
2002,"Aircraft, spacecraft, and parts thereof",0.00033063,0.00064003
2002,Other,0.00283854,3.01462304
2003,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00383035,20.93916183
2003,"Ships, boats and floating structures",0.00086411,0.82934500
2003,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.00063694,0.08303195
2003,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",0.00052373,0.04710551
2003,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.00035351,0.02986004
2003,Other,0.00320651,4.05699672
2004,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.00516285,21.85538963
